"Date","waterLevel","watershed","DDate","week","wday","year"
2018-08-20,0.355229166666667,"Mbogiti(T)",2018-08-20,34,1,2018
2018-08-21,0.357041666666667,"Mbogiti(T)",2018-08-21,34,2,2018
2018-08-22,0.355020833333333,"Mbogiti(T)",2018-08-22,34,3,2018
2018-08-23,0.356729166666667,"Mbogiti(T)",2018-08-23,34,4,2018
2018-08-24,0.353666666666667,"Mbogiti(T)",2018-08-24,34,5,2018
2018-08-25,0.352645833333333,"Mbogiti(T)",2018-08-25,34,6,2018
2018-08-26,0.351604166666667,"Mbogiti(T)",2018-08-26,34,0,2018
2018-08-27,0.343375,"Mbogiti(T)",2018-08-27,35,1,2018
2018-08-28,0.332270833333333,"Mbogiti(T)",2018-08-28,35,2,2018
2018-08-29,0.3340625,"Mbogiti(T)",2018-08-29,35,3,2018
2018-08-30,0.331041666666667,"Mbogiti(T)",2018-08-30,35,4,2018
2018-08-31,0.332895833333333,"Mbogiti(T)",2018-08-31,35,5,2018
2018-09-01,0.3309375,"Mbogiti(T)",2018-09-01,35,6,2018
2018-09-02,0.330916666666667,"Mbogiti(T)",2018-09-02,35,0,2018
2018-09-03,0.332666666666667,"Mbogiti(T)",2018-09-03,36,1,2018
2018-09-04,0.330041666666667,"Mbogiti(T)",2018-09-04,36,2,2018
2018-09-05,0.332875,"Mbogiti(T)",2018-09-05,36,3,2018
2018-09-06,0.350854166666667,"Mbogiti(T)",2018-09-06,36,4,2018
2018-09-07,0.33925,"Mbogiti(T)",2018-09-07,36,5,2018
2018-09-08,0.335104166666667,"Mbogiti(T)",2018-09-08,36,6,2018
2018-09-09,0.3323125,"Mbogiti(T)",2018-09-09,36,0,2018
2018-09-10,0.32825,"Mbogiti(T)",2018-09-10,37,1,2018
2018-09-11,0.3271875,"Mbogiti(T)",2018-09-11,37,2,2018
2018-09-12,0.328854166666667,"Mbogiti(T)",2018-09-12,37,3,2018
2018-09-13,0.328770833333333,"Mbogiti(T)",2018-09-13,37,4,2018
2018-09-14,0.3291875,"Mbogiti(T)",2018-09-14,37,5,2018
2018-09-15,0.327166666666667,"Mbogiti(T)",2018-09-15,37,6,2018
2018-09-16,0.328104166666667,"Mbogiti(T)",2018-09-16,37,0,2018
2018-09-17,0.324291666666667,"Mbogiti(T)",2018-09-17,38,1,2018
2018-09-18,0.322854166666667,"Mbogiti(T)",2018-09-18,38,2,2018
2018-09-19,0.337020833333333,"Mbogiti(T)",2018-09-19,38,3,2018
2018-09-20,0.342645833333333,"Mbogiti(T)",2018-09-20,38,4,2018
2018-09-21,0.333229166666667,"Mbogiti(T)",2018-09-21,38,5,2018
2018-09-22,0.3399375,"Mbogiti(T)",2018-09-22,38,6,2018
2018-09-23,0.329291666666667,"Mbogiti(T)",2018-09-23,38,0,2018
2018-09-24,0.325125,"Mbogiti(T)",2018-09-24,39,1,2018
2018-09-25,0.327270833333333,"Mbogiti(T)",2018-09-25,39,2,2018
2018-09-26,0.323916666666667,"Mbogiti(T)",2018-09-26,39,3,2018
2018-09-27,0.323645833333333,"Mbogiti(T)",2018-09-27,39,4,2018
2018-09-28,0.321208333333333,"Mbogiti(T)",2018-09-28,39,5,2018
2018-09-29,0.322729166666667,"Mbogiti(T)",2018-09-29,39,6,2018
2018-09-30,0.321833333333333,"Mbogiti(T)",2018-09-30,39,0,2018
2018-10-01,0.320125,"Mbogiti(T)",2018-10-01,40,1,2018
2018-10-02,0.324875,"Mbogiti(T)",2018-10-02,40,2,2018
2018-10-03,0.328104166666667,"Mbogiti(T)",2018-10-03,40,3,2018
2018-10-04,0.328666666666667,"Mbogiti(T)",2018-10-04,40,4,2018
2018-10-05,0.326083333333333,"Mbogiti(T)",2018-10-05,40,5,2018
2018-10-06,0.333083333333333,"Mbogiti(T)",2018-10-06,40,6,2018
2018-10-07,0.340645833333333,"Mbogiti(T)",2018-10-07,40,0,2018
2018-10-08,0.34075,"Mbogiti(T)",2018-10-08,41,1,2018
2018-10-09,0.341541666666667,"Mbogiti(T)",2018-10-09,41,2,2018
2018-10-10,0.340875,"Mbogiti(T)",2018-10-10,41,3,2018
2018-10-11,0.337270833333333,"Mbogiti(T)",2018-10-11,41,4,2018
2018-10-12,0.3379375,"Mbogiti(T)",2018-10-12,41,5,2018
2018-10-13,0.341895833333333,"Mbogiti(T)",2018-10-13,41,6,2018
2018-10-14,0.337083333333333,"Mbogiti(T)",2018-10-14,41,0,2018
2018-10-15,0.330875,"Mbogiti(T)",2018-10-15,42,1,2018
2018-10-16,0.332520833333333,"Mbogiti(T)",2018-10-16,42,2,2018
2018-10-17,0.342479166666667,"Mbogiti(T)",2018-10-17,42,3,2018
2018-10-18,0.349604166666667,"Mbogiti(T)",2018-10-18,42,4,2018
2018-10-19,0.350458333333333,"Mbogiti(T)",2018-10-19,42,5,2018
2018-10-20,0.342,"Mbogiti(T)",2018-10-20,42,6,2018
2018-10-21,0.342833333333333,"Mbogiti(T)",2018-10-21,42,0,2018
2018-10-22,0.34275,"Mbogiti(T)",2018-10-22,43,1,2018
2018-10-23,0.353645833333333,"Mbogiti(T)",2018-10-23,43,2,2018
2018-10-24,0.353375,"Mbogiti(T)",2018-10-24,43,3,2018
2018-10-25,0.356854166666667,"Mbogiti(T)",2018-10-25,43,4,2018
2018-10-26,0.354416666666667,"Mbogiti(T)",2018-10-26,43,5,2018
2018-10-27,0.367416666666667,"Mbogiti(T)",2018-10-27,43,6,2018
2018-10-28,0.360729166666667,"Mbogiti(T)",2018-10-28,43,0,2018
2018-10-29,0.3579375,"Mbogiti(T)",2018-10-29,44,1,2018
2018-10-30,0.362895833333333,"Mbogiti(T)",2018-10-30,44,2,2018
2018-10-31,0.3640625,"Mbogiti(T)",2018-10-31,44,3,2018
2018-11-01,0.367020833333333,"Mbogiti(T)",2018-11-01,44,4,2018
2018-11-02,0.386645833333333,"Mbogiti(T)",2018-11-02,44,5,2018
2018-11-03,0.3901875,"Mbogiti(T)",2018-11-03,44,6,2018
2018-11-04,0.358125,"Mbogiti(T)",2018-11-04,44,0,2018
2018-11-05,0.3141875,"Mbogiti(T)",2018-11-05,45,1,2018
2018-11-06,0.296083333333333,"Mbogiti(T)",2018-11-06,45,2,2018
2018-11-07,0.296166666666667,"Mbogiti(T)",2018-11-07,45,3,2018
2018-11-08,0.282395833333333,"Mbogiti(T)",2018-11-08,45,4,2018
2018-11-09,0.293645833333333,"Mbogiti(T)",2018-11-09,45,5,2018
2018-11-10,0.298604166666667,"Mbogiti(T)",2018-11-10,45,6,2018
2018-11-11,0.277625,"Mbogiti(T)",2018-11-11,45,0,2018
2018-11-12,0.274020833333333,"Mbogiti(T)",2018-11-12,46,1,2018
2018-11-13,0.316770833333333,"Mbogiti(T)",2018-11-13,46,2,2018
2018-11-14,0.294520833333333,"Mbogiti(T)",2018-11-14,46,3,2018
2018-11-15,0.287958333333333,"Mbogiti(T)",2018-11-15,46,4,2018
2018-11-16,0.2824375,"Mbogiti(T)",2018-11-16,46,5,2018
2018-11-17,0.277895833333333,"Mbogiti(T)",2018-11-17,46,6,2018
2018-11-18,0.287291666666667,"Mbogiti(T)",2018-11-18,46,0,2018
2018-11-19,0.277270833333333,"Mbogiti(T)",2018-11-19,47,1,2018
2018-11-20,0.2839375,"Mbogiti(T)",2018-11-20,47,2,2018
2018-11-21,0.276958333333333,"Mbogiti(T)",2018-11-21,47,3,2018
2018-11-22,0.274104166666667,"Mbogiti(T)",2018-11-22,47,4,2018
2018-11-23,0.272395833333333,"Mbogiti(T)",2018-11-23,47,5,2018
2018-11-24,0.2705,"Mbogiti(T)",2018-11-24,47,6,2018
2018-11-25,0.269729166666667,"Mbogiti(T)",2018-11-25,47,0,2018
2018-11-26,0.280770833333333,"Mbogiti(T)",2018-11-26,48,1,2018
2018-11-27,0.282020833333333,"Mbogiti(T)",2018-11-27,48,2,2018
2018-11-28,0.273895833333333,"Mbogiti(T)",2018-11-28,48,3,2018
2018-11-29,0.278770833333333,"Mbogiti(T)",2018-11-29,48,4,2018
2018-11-30,0.275541666666667,"Mbogiti(T)",2018-11-30,48,5,2018
2018-12-01,0.271229166666667,"Mbogiti(T)",2018-12-01,48,6,2018
2018-12-02,0.293875,"Mbogiti(T)",2018-12-02,48,0,2018
2018-12-03,0.2730625,"Mbogiti(T)",2018-12-03,49,1,2018
2018-12-04,0.274270833333333,"Mbogiti(T)",2018-12-04,49,2,2018
2018-12-05,0.266520833333333,"Mbogiti(T)",2018-12-05,49,3,2018
2018-12-06,0.262395833333333,"Mbogiti(T)",2018-12-06,49,4,2018
2018-12-07,0.25925,"Mbogiti(T)",2018-12-07,49,5,2018
2018-12-08,0.284604166666667,"Mbogiti(T)",2018-12-08,49,6,2018
2018-12-09,0.273458333333333,"Mbogiti(T)",2018-12-09,49,0,2018
2018-12-10,0.285125,"Mbogiti(T)",2018-12-10,50,1,2018
2018-12-11,0.311,"Mbogiti(T)",2018-12-11,50,2,2018
2018-12-12,0.299541666666667,"Mbogiti(T)",2018-12-12,50,3,2018
2018-12-13,0.304125,"Mbogiti(T)",2018-12-13,50,4,2018
2018-12-14,0.324729166666667,"Mbogiti(T)",2018-12-14,50,5,2018
2018-12-15,0.3170625,"Mbogiti(T)",2018-12-15,50,6,2018
2018-12-16,0.304979166666667,"Mbogiti(T)",2018-12-16,50,0,2018
2018-12-17,0.299625,"Mbogiti(T)",2018-12-17,51,1,2018
2018-12-18,0.299229166666667,"Mbogiti(T)",2018-12-18,51,2,2018
2018-12-19,0.2988125,"Mbogiti(T)",2018-12-19,51,3,2018
2018-12-20,0.303083333333333,"Mbogiti(T)",2018-12-20,51,4,2018
2018-12-21,0.309166666666667,"Mbogiti(T)",2018-12-21,51,5,2018
2018-12-22,0.309729166666667,"Mbogiti(T)",2018-12-22,51,6,2018
2018-12-23,0.313041666666667,"Mbogiti(T)",2018-12-23,51,0,2018
2018-12-24,0.308791666666667,"Mbogiti(T)",2018-12-24,52,1,2018
2018-12-25,0.308354166666667,"Mbogiti(T)",2018-12-25,52,2,2018
2018-12-26,0.3088125,"Mbogiti(T)",2018-12-26,52,3,2018
2018-12-27,0.307833333333333,"Mbogiti(T)",2018-12-27,52,4,2018
2018-12-28,0.307354166666667,"Mbogiti(T)",2018-12-28,52,5,2018
2018-12-29,0.3055,"Mbogiti(T)",2018-12-29,52,6,2018
2018-12-30,0.305270833333333,"Mbogiti(T)",2018-12-30,52,0,2018
2018-12-31,0.301958333333333,"Mbogiti(T)",2018-12-31,1,1,2018
2019-01-01,0.319270833333333,"Mbogiti(T)",2019-01-01,1,2,2019
2019-01-02,0.316854166666667,"Mbogiti(T)",2019-01-02,1,3,2019
2019-01-03,0.315166666666667,"Mbogiti(T)",2019-01-03,1,4,2019
2019-01-04,0.320979166666667,"Mbogiti(T)",2019-01-04,1,5,2019
2019-01-05,0.334125,"Mbogiti(T)",2019-01-05,1,6,2019
2019-01-06,0.325208333333333,"Mbogiti(T)",2019-01-06,1,0,2019
2019-01-07,0.320666666666667,"Mbogiti(T)",2019-01-07,2,1,2019
2019-01-08,0.32,"Mbogiti(T)",2019-01-08,2,2,2019
2019-01-09,0.321145833333333,"Mbogiti(T)",2019-01-09,2,3,2019
2019-01-10,0.318104166666667,"Mbogiti(T)",2019-01-10,2,4,2019
2019-01-11,0.316375,"Mbogiti(T)",2019-01-11,2,5,2019
2019-01-12,0.3125,"Mbogiti(T)",2019-01-12,2,6,2019
2019-01-13,0.3133125,"Mbogiti(T)",2019-01-13,2,0,2019
2019-01-14,0.312333333333333,"Mbogiti(T)",2019-01-14,3,1,2019
2019-01-15,0.3116875,"Mbogiti(T)",2019-01-15,3,2,2019
2019-01-16,0.310333333333333,"Mbogiti(T)",2019-01-16,3,3,2019
2019-01-17,0.308666666666667,"Mbogiti(T)",2019-01-17,3,4,2019
2019-01-18,0.3083125,"Mbogiti(T)",2019-01-18,3,5,2019
2019-01-19,0.307708333333333,"Mbogiti(T)",2019-01-19,3,6,2019
2019-01-20,0.305479166666667,"Mbogiti(T)",2019-01-20,3,0,2019
2019-01-21,0.303083333333333,"Mbogiti(T)",2019-01-21,4,1,2019
2019-01-22,0.302041666666667,"Mbogiti(T)",2019-01-22,4,2,2019
2019-01-23,0.298416666666667,"Mbogiti(T)",2019-01-23,4,3,2019
2019-01-24,0.297104166666667,"Mbogiti(T)",2019-01-24,4,4,2019
2019-01-25,0.308354166666667,"Mbogiti(T)",2019-01-25,4,5,2019
2019-01-26,0.308395833333333,"Mbogiti(T)",2019-01-26,4,6,2019
2019-01-27,0.307291666666667,"Mbogiti(T)",2019-01-27,4,0,2019
2019-01-28,0.305958333333333,"Mbogiti(T)",2019-01-28,5,1,2019
2019-01-29,0.304270833333333,"Mbogiti(T)",2019-01-29,5,2,2019
2019-01-30,0.304583333333333,"Mbogiti(T)",2019-01-30,5,3,2019
2019-01-31,0.306895833333333,"Mbogiti(T)",2019-01-31,5,4,2019
2019-02-01,0.305625,"Mbogiti(T)",2019-02-01,5,5,2019
2019-02-02,0.3071875,"Mbogiti(T)",2019-02-02,5,6,2019
2019-02-03,0.308791666666667,"Mbogiti(T)",2019-02-03,5,0,2019
2019-02-04,0.306833333333333,"Mbogiti(T)",2019-02-04,6,1,2019
2019-02-05,0.3063125,"Mbogiti(T)",2019-02-05,6,2,2019
2019-02-06,0.30625,"Mbogiti(T)",2019-02-06,6,3,2019
2019-02-07,0.306125,"Mbogiti(T)",2019-02-07,6,4,2019
2019-02-08,0.302770833333333,"Mbogiti(T)",2019-02-08,6,5,2019
2019-02-09,0.3090625,"Mbogiti(T)",2019-02-09,6,6,2019
2019-02-10,0.309666666666667,"Mbogiti(T)",2019-02-10,6,0,2019
2019-02-11,0.308791666666667,"Mbogiti(T)",2019-02-11,7,1,2019
2019-02-12,0.307083333333333,"Mbogiti(T)",2019-02-12,7,2,2019
2019-02-13,0.305583333333333,"Mbogiti(T)",2019-02-13,7,3,2019
2019-02-14,0.306,"Mbogiti(T)",2019-02-14,7,4,2019
2019-02-15,0.3079375,"Mbogiti(T)",2019-02-15,7,5,2019
2019-02-16,0.3101875,"Mbogiti(T)",2019-02-16,7,6,2019
2019-02-17,0.3161875,"Mbogiti(T)",2019-02-17,7,0,2019
2019-02-18,0.312458333333333,"Mbogiti(T)",2019-02-18,8,1,2019
2019-02-19,0.310270833333333,"Mbogiti(T)",2019-02-19,8,2,2019
2019-02-20,0.357145833333333,"Mbogiti(T)",2019-02-20,8,3,2019
2019-02-21,0.41575,"Mbogiti(T)",2019-02-21,8,4,2019
2019-02-22,0.408166666666667,"Mbogiti(T)",2019-02-22,8,5,2019
2019-02-23,0.4058125,"Mbogiti(T)",2019-02-23,8,6,2019
2019-02-24,0.391958333333333,"Mbogiti(T)",2019-02-24,8,0,2019
2019-02-25,0.382625,"Mbogiti(T)",2019-02-25,9,1,2019
2019-02-26,0.381166666666667,"Mbogiti(T)",2019-02-26,9,2,2019
2019-02-27,0.376854166666667,"Mbogiti(T)",2019-02-27,9,3,2019
2019-02-28,0.3758125,"Mbogiti(T)",2019-02-28,9,4,2019
2019-03-01,0.375666666666667,"Mbogiti(T)",2019-03-01,9,5,2019
2019-03-02,0.371979166666667,"Mbogiti(T)",2019-03-02,9,6,2019
2019-03-03,0.374125,"Mbogiti(T)",2019-03-03,9,0,2019
2019-03-04,0.363333333333333,"Mbogiti(T)",2019-03-04,10,1,2019
2019-03-05,0.3499375,"Mbogiti(T)",2019-03-05,10,2,2019
2019-03-06,0.343458333333333,"Mbogiti(T)",2019-03-06,10,3,2019
2019-03-07,0.3433125,"Mbogiti(T)",2019-03-07,10,4,2019
2019-03-08,0.341270833333333,"Mbogiti(T)",2019-03-08,10,5,2019
2019-03-09,0.3394375,"Mbogiti(T)",2019-03-09,10,6,2019
2019-03-10,0.338708333333333,"Mbogiti(T)",2019-03-10,10,0,2019
2019-03-11,0.337083333333333,"Mbogiti(T)",2019-03-11,11,1,2019
2019-03-12,0.336458333333333,"Mbogiti(T)",2019-03-12,11,2,2019
2019-03-13,0.336375,"Mbogiti(T)",2019-03-13,11,3,2019
2019-03-14,0.3345625,"Mbogiti(T)",2019-03-14,11,4,2019
2019-03-15,0.332395833333333,"Mbogiti(T)",2019-03-15,11,5,2019
2019-03-16,0.334708333333333,"Mbogiti(T)",2019-03-16,11,6,2019
2019-03-17,0.337208333333333,"Mbogiti(T)",2019-03-17,11,0,2019
2019-03-18,0.337958333333333,"Mbogiti(T)",2019-03-18,12,1,2019
2019-03-19,0.338208333333333,"Mbogiti(T)",2019-03-19,12,2,2019
2019-03-20,0.3405,"Mbogiti(T)",2019-03-20,12,3,2019
2019-03-21,0.340708333333333,"Mbogiti(T)",2019-03-21,12,4,2019
2019-03-22,0.340354166666667,"Mbogiti(T)",2019-03-22,12,5,2019
2019-03-23,0.339166666666667,"Mbogiti(T)",2019-03-23,12,6,2019
2019-03-24,0.341583333333333,"Mbogiti(T)",2019-03-24,12,0,2019
2019-03-25,0.339791666666667,"Mbogiti(T)",2019-03-25,13,1,2019
2019-03-26,0.340208333333333,"Mbogiti(T)",2019-03-26,13,2,2019
2019-03-27,0.3358125,"Mbogiti(T)",2019-03-27,13,3,2019
2019-03-28,0.355270833333333,"Mbogiti(T)",2019-03-28,13,4,2019
2019-03-29,0.340541666666667,"Mbogiti(T)",2019-03-29,13,5,2019
2019-03-30,0.334291666666667,"Mbogiti(T)",2019-03-30,13,6,2019
2019-03-31,0.3355625,"Mbogiti(T)",2019-03-31,13,0,2019
2019-04-01,0.336,"Mbogiti(T)",2019-04-01,14,1,2019
2019-04-02,0.334458333333333,"Mbogiti(T)",2019-04-02,14,2,2019
2019-04-03,0.334833333333333,"Mbogiti(T)",2019-04-03,14,3,2019
2019-04-04,0.333145833333333,"Mbogiti(T)",2019-04-04,14,4,2019
2019-04-05,0.336145833333333,"Mbogiti(T)",2019-04-05,14,5,2019
2019-04-06,0.332666666666667,"Mbogiti(T)",2019-04-06,14,6,2019
2019-04-07,0.3338125,"Mbogiti(T)",2019-04-07,14,0,2019
2019-04-08,0.331916666666667,"Mbogiti(T)",2019-04-08,15,1,2019
2019-04-09,0.333354166666667,"Mbogiti(T)",2019-04-09,15,2,2019
2019-04-10,0.332416666666667,"Mbogiti(T)",2019-04-10,15,3,2019
2019-04-11,0.331291666666667,"Mbogiti(T)",2019-04-11,15,4,2019
2019-04-12,0.329125,"Mbogiti(T)",2019-04-12,15,5,2019
2019-04-13,0.3345,"Mbogiti(T)",2019-04-13,15,6,2019
2019-04-14,0.340354166666667,"Mbogiti(T)",2019-04-14,15,0,2019
2019-04-15,0.3379375,"Mbogiti(T)",2019-04-15,16,1,2019
2019-04-16,0.335333333333333,"Mbogiti(T)",2019-04-16,16,2,2019
2019-04-17,0.332583333333333,"Mbogiti(T)",2019-04-17,16,3,2019
2019-04-18,0.3325,"Mbogiti(T)",2019-04-18,16,4,2019
2019-04-19,0.336520833333333,"Mbogiti(T)",2019-04-19,16,5,2019
2019-04-20,0.3295,"Mbogiti(T)",2019-04-20,16,6,2019
2019-04-21,0.329020833333333,"Mbogiti(T)",2019-04-21,16,0,2019
2019-04-22,0.350708333333333,"Mbogiti(T)",2019-04-22,17,1,2019
2019-04-23,0.345291666666667,"Mbogiti(T)",2019-04-23,17,2,2019
2019-04-24,0.3165,"Mbogiti(T)",2019-04-24,17,3,2019
2019-04-25,0.3128125,"Mbogiti(T)",2019-04-25,17,4,2019
2019-04-26,0.3179375,"Mbogiti(T)",2019-04-26,17,5,2019
2019-04-27,0.3153125,"Mbogiti(T)",2019-04-27,17,6,2019
2019-04-28,0.305229166666667,"Mbogiti(T)",2019-04-28,17,0,2019
2019-04-29,0.302291666666667,"Mbogiti(T)",2019-04-29,18,1,2019
2019-04-30,0.2995625,"Mbogiti(T)",2019-04-30,18,2,2019
2019-05-01,0.294958333333333,"Mbogiti(T)",2019-05-01,18,3,2019
2019-05-02,0.291520833333333,"Mbogiti(T)",2019-05-02,18,4,2019
2019-05-03,0.305270833333333,"Mbogiti(T)",2019-05-03,18,5,2019
2019-05-04,0.328479166666667,"Mbogiti(T)",2019-05-04,18,6,2019
2019-05-05,0.337791666666667,"Mbogiti(T)",2019-05-05,18,0,2019
2019-05-06,0.314854166666667,"Mbogiti(T)",2019-05-06,19,1,2019
2019-05-07,0.3081875,"Mbogiti(T)",2019-05-07,19,2,2019
2019-05-08,0.356375,"Mbogiti(T)",2019-05-08,19,3,2019
2019-05-09,0.331708333333333,"Mbogiti(T)",2019-05-09,19,4,2019
2019-05-10,0.357645833333333,"Mbogiti(T)",2019-05-10,19,5,2019
2019-05-11,0.349708333333333,"Mbogiti(T)",2019-05-11,19,6,2019
2019-05-12,0.332375,"Mbogiti(T)",2019-05-12,19,0,2019
2019-05-13,0.3305,"Mbogiti(T)",2019-05-13,20,1,2019
2019-05-14,0.3235,"Mbogiti(T)",2019-05-14,20,2,2019
2019-05-15,0.316666666666667,"Mbogiti(T)",2019-05-15,20,3,2019
2019-05-16,0.3125,"Mbogiti(T)",2019-05-16,20,4,2019
2019-05-17,0.316229166666667,"Mbogiti(T)",2019-05-17,20,5,2019
2019-05-18,0.347895833333333,"Mbogiti(T)",2019-05-18,20,6,2019
2019-05-19,0.3419375,"Mbogiti(T)",2019-05-19,20,0,2019
2019-05-20,0.3284375,"Mbogiti(T)",2019-05-20,21,1,2019
2019-05-21,0.321145833333333,"Mbogiti(T)",2019-05-21,21,2,2019
2019-05-22,0.318604166666667,"Mbogiti(T)",2019-05-22,21,3,2019
2019-05-23,0.344583333333333,"Mbogiti(T)",2019-05-23,21,4,2019
2019-05-24,0.353125,"Mbogiti(T)",2019-05-24,21,5,2019
2019-05-25,0.336,"Mbogiti(T)",2019-05-25,21,6,2019
2019-05-26,0.337791666666667,"Mbogiti(T)",2019-05-26,21,0,2019
2019-05-27,0.339666666666667,"Mbogiti(T)",2019-05-27,22,1,2019
2019-05-28,0.336104166666667,"Mbogiti(T)",2019-05-28,22,2,2019
2019-05-29,0.3319375,"Mbogiti(T)",2019-05-29,22,3,2019
2019-05-30,0.341020833333333,"Mbogiti(T)",2019-05-30,22,4,2019
2019-05-31,0.334916666666667,"Mbogiti(T)",2019-05-31,22,5,2019
2019-06-01,0.332066666666667,"Mbogiti(T)",2019-06-01,22,6,2019
2019-07-24,0.264785714285714,"Mbogiti(T)",2019-07-24,30,3,2019
2019-07-25,0.264520833333333,"Mbogiti(T)",2019-07-25,30,4,2019
2019-07-26,0.2606875,"Mbogiti(T)",2019-07-26,30,5,2019
2019-07-27,0.2626875,"Mbogiti(T)",2019-07-27,30,6,2019
2019-07-28,0.264041666666667,"Mbogiti(T)",2019-07-28,30,0,2019
2019-07-29,0.26675,"Mbogiti(T)",2019-07-29,31,1,2019
2019-07-30,0.276729166666667,"Mbogiti(T)",2019-07-30,31,2,2019
2019-07-31,0.279604166666667,"Mbogiti(T)",2019-07-31,31,3,2019
2019-08-01,0.283583333333333,"Mbogiti(T)",2019-08-01,31,4,2019
2019-08-02,0.272583333333333,"Mbogiti(T)",2019-08-02,31,5,2019
2019-08-03,0.274020833333333,"Mbogiti(T)",2019-08-03,31,6,2019
2019-08-04,0.27025,"Mbogiti(T)",2019-08-04,31,0,2019
2019-08-05,0.266458333333333,"Mbogiti(T)",2019-08-05,32,1,2019
2019-08-06,0.264083333333333,"Mbogiti(T)",2019-08-06,32,2,2019
2019-08-07,0.266125,"Mbogiti(T)",2019-08-07,32,3,2019
2019-08-08,0.2668125,"Mbogiti(T)",2019-08-08,32,4,2019
2019-08-09,0.2634375,"Mbogiti(T)",2019-08-09,32,5,2019
2019-08-10,0.2624375,"Mbogiti(T)",2019-08-10,32,6,2019
2019-08-11,0.2635625,"Mbogiti(T)",2019-08-11,32,0,2019
2019-08-12,0.26675,"Mbogiti(T)",2019-08-12,33,1,2019
2019-08-13,0.267791666666667,"Mbogiti(T)",2019-08-13,33,2,2019
2019-08-14,0.268145833333333,"Mbogiti(T)",2019-08-14,33,3,2019
2019-08-15,0.264520833333333,"Mbogiti(T)",2019-08-15,33,4,2019
2019-08-16,0.267333333333333,"Mbogiti(T)",2019-08-16,33,5,2019
2019-08-17,0.268229166666667,"Mbogiti(T)",2019-08-17,33,6,2019
2019-08-18,0.267229166666667,"Mbogiti(T)",2019-08-18,33,0,2019
2019-08-19,0.2695,"Mbogiti(T)",2019-08-19,34,1,2019
2019-08-20,0.268604166666667,"Mbogiti(T)",2019-08-20,34,2,2019
2019-08-21,0.268229166666667,"Mbogiti(T)",2019-08-21,34,3,2019
2019-08-22,0.266875,"Mbogiti(T)",2019-08-22,34,4,2019
2019-08-23,0.2661875,"Mbogiti(T)",2019-08-23,34,5,2019
2019-08-24,0.268791666666667,"Mbogiti(T)",2019-08-24,34,6,2019
2019-08-25,0.289333333333333,"Mbogiti(T)",2019-08-25,34,0,2019
2019-08-26,0.273708333333333,"Mbogiti(T)",2019-08-26,35,1,2019
2019-08-27,0.265833333333333,"Mbogiti(T)",2019-08-27,35,2,2019
2019-08-28,0.269375,"Mbogiti(T)",2019-08-28,35,3,2019
2019-08-29,0.27025,"Mbogiti(T)",2019-08-29,35,4,2019
2019-08-30,0.267229166666667,"Mbogiti(T)",2019-08-30,35,5,2019
2019-08-31,0.2659375,"Mbogiti(T)",2019-08-31,35,6,2019
2019-09-01,0.266020833333333,"Mbogiti(T)",2019-09-01,35,0,2019
2019-09-02,0.2630625,"Mbogiti(T)",2019-09-02,36,1,2019
2019-09-03,0.260645833333333,"Mbogiti(T)",2019-09-03,36,2,2019
2019-09-04,0.2603125,"Mbogiti(T)",2019-09-04,36,3,2019
2019-09-05,0.262666666666667,"Mbogiti(T)",2019-09-05,36,4,2019
2019-09-06,0.263729166666667,"Mbogiti(T)",2019-09-06,36,5,2019
2019-09-07,0.267979166666667,"Mbogiti(T)",2019-09-07,36,6,2019
2019-09-08,0.267958333333333,"Mbogiti(T)",2019-09-08,36,0,2019
2019-09-09,0.2641875,"Mbogiti(T)",2019-09-09,37,1,2019
2019-09-10,0.260770833333333,"Mbogiti(T)",2019-09-10,37,2,2019
2019-09-11,0.261291666666667,"Mbogiti(T)",2019-09-11,37,3,2019
2019-09-12,0.275666666666667,"Mbogiti(T)",2019-09-12,37,4,2019
2019-09-13,0.277958333333333,"Mbogiti(T)",2019-09-13,37,5,2019
2019-09-14,0.269583333333333,"Mbogiti(T)",2019-09-14,37,6,2019
2019-09-15,0.271645833333333,"Mbogiti(T)",2019-09-15,37,0,2019
2019-09-16,0.2748125,"Mbogiti(T)",2019-09-16,38,1,2019
2019-09-17,0.269458333333333,"Mbogiti(T)",2019-09-17,38,2,2019
2019-09-18,0.262770833333333,"Mbogiti(T)",2019-09-18,38,3,2019
2019-09-19,0.262166666666667,"Mbogiti(T)",2019-09-19,38,4,2019
2019-09-20,0.261770833333333,"Mbogiti(T)",2019-09-20,38,5,2019
2019-09-21,0.260520833333333,"Mbogiti(T)",2019-09-21,38,6,2019
2019-09-22,0.2568125,"Mbogiti(T)",2019-09-22,38,0,2019
2019-09-23,0.254916666666667,"Mbogiti(T)",2019-09-23,39,1,2019
2019-09-24,0.255145833333333,"Mbogiti(T)",2019-09-24,39,2,2019
2019-09-25,0.2583125,"Mbogiti(T)",2019-09-25,39,3,2019
2019-09-26,0.257125,"Mbogiti(T)",2019-09-26,39,4,2019
2019-09-27,0.254416666666667,"Mbogiti(T)",2019-09-27,39,5,2019
2019-09-28,0.248291666666667,"Mbogiti(T)",2019-09-28,39,6,2019
2019-09-29,0.24575,"Mbogiti(T)",2019-09-29,39,0,2019
2019-09-30,0.244604166666667,"Mbogiti(T)",2019-09-30,40,1,2019
2019-10-01,0.241270833333333,"Mbogiti(T)",2019-10-01,40,2,2019
