"Date","waterLevel","watershed","DDate","as.POSIXct(strptime(Conclusion1G$Date, ""%Y-%m-%d""))","week","wday","year"
2015-03-26,0.299833333333333,"Githambara(T)",2015-03-26,2015-03-26,13,4,2015
2015-03-27,0.295354166666667,"Githambara(T)",2015-03-27,2015-03-27,13,5,2015
2015-03-28,0.307645833333333,"Githambara(T)",2015-03-28,2015-03-28,13,6,2015
2015-03-29,0.309916666666667,"Githambara(T)",2015-03-29,2015-03-29,13,0,2015
2015-03-30,0.3075625,"Githambara(T)",2015-03-30,2015-03-30,14,1,2015
2015-03-31,0.298541666666667,"Githambara(T)",2015-03-31,2015-03-31,14,2,2015
2015-04-01,0.303854166666667,"Githambara(T)",2015-04-01,2015-04-01,14,3,2015
2015-04-02,0.294604166666667,"Githambara(T)",2015-04-02,2015-04-02,14,4,2015
2015-04-03,0.302020833333333,"Githambara(T)",2015-04-03,2015-04-03,14,5,2015
2015-04-04,0.303104166666667,"Githambara(T)",2015-04-04,2015-04-04,14,6,2015
2015-04-05,0.375666666666667,"Githambara(T)",2015-04-05,2015-04-05,14,0,2015
2015-04-06,0.31875,"Githambara(T)",2015-04-06,2015-04-06,15,1,2015
2015-04-07,0.2951875,"Githambara(T)",2015-04-07,2015-04-07,15,2,2015
2015-04-08,0.283,"Githambara(T)",2015-04-08,2015-04-08,15,3,2015
2015-04-09,0.336333333333333,"Githambara(T)",2015-04-09,2015-04-09,15,4,2015
2015-04-10,0.298625,"Githambara(T)",2015-04-10,2015-04-10,15,5,2015
2015-04-11,0.2989375,"Githambara(T)",2015-04-11,2015-04-11,15,6,2015
2015-04-12,0.300520833333333,"Githambara(T)",2015-04-12,2015-04-12,15,0,2015
2015-04-13,0.294458333333333,"Githambara(T)",2015-04-13,2015-04-13,16,1,2015
2015-04-14,0.279833333333333,"Githambara(T)",2015-04-14,2015-04-14,16,2,2015
2015-04-15,0.282291666666667,"Githambara(T)",2015-04-15,2015-04-15,16,3,2015
2015-04-16,0.314041666666667,"Githambara(T)",2015-04-16,2015-04-16,16,4,2015
2015-04-17,0.37825,"Githambara(T)",2015-04-17,2015-04-17,16,5,2015
2015-04-18,0.355979166666667,"Githambara(T)",2015-04-18,2015-04-18,16,6,2015
2015-04-19,0.309375,"Githambara(T)",2015-04-19,2015-04-19,16,0,2015
2015-04-20,0.298104166666667,"Githambara(T)",2015-04-20,2015-04-20,17,1,2015
2015-04-21,0.302354166666667,"Githambara(T)",2015-04-21,2015-04-21,17,2,2015
2015-04-22,0.427916666666667,"Githambara(T)",2015-04-22,2015-04-22,17,3,2015
2015-04-23,0.3825,"Githambara(T)",2015-04-23,2015-04-23,17,4,2015
2015-04-24,0.4603125,"Githambara(T)",2015-04-24,2015-04-24,17,5,2015
2015-04-25,0.370083333333333,"Githambara(T)",2015-04-25,2015-04-25,17,6,2015
2015-04-26,0.347979166666667,"Githambara(T)",2015-04-26,2015-04-26,17,0,2015
2015-04-27,0.459604166666667,"Githambara(T)",2015-04-27,2015-04-27,18,1,2015
2015-04-28,0.3778125,"Githambara(T)",2015-04-28,2015-04-28,18,2,2015
2015-04-29,0.367625,"Githambara(T)",2015-04-29,2015-04-29,18,3,2015
2015-04-30,0.383479166666667,"Githambara(T)",2015-04-30,2015-04-30,18,4,2015
2015-05-01,0.385208333333333,"Githambara(T)",2015-05-01,2015-05-01,18,5,2015
2015-05-02,0.468541666666667,"Githambara(T)",2015-05-02,2015-05-02,18,6,2015
2015-05-03,0.4126875,"Githambara(T)",2015-05-03,2015-05-03,18,0,2015
2015-05-04,0.440479166666667,"Githambara(T)",2015-05-04,2015-05-04,19,1,2015
2015-05-05,0.438354166666667,"Githambara(T)",2015-05-05,2015-05-05,19,2,2015
2015-05-06,0.412645833333333,"Githambara(T)",2015-05-06,2015-05-06,19,3,2015
2015-05-07,0.406770833333333,"Githambara(T)",2015-05-07,2015-05-07,19,4,2015
2015-05-08,0.406354166666667,"Githambara(T)",2015-05-08,2015-05-08,19,5,2015
2015-05-09,0.455958333333333,"Githambara(T)",2015-05-09,2015-05-09,19,6,2015
2015-05-10,0.388520833333333,"Githambara(T)",2015-05-10,2015-05-10,19,0,2015
2015-05-11,0.443229166666667,"Githambara(T)",2015-05-11,2015-05-11,20,1,2015
2015-05-12,0.421416666666667,"Githambara(T)",2015-05-12,2015-05-12,20,2,2015
2015-05-13,0.430041666666667,"Githambara(T)",2015-05-13,2015-05-13,20,3,2015
2015-05-14,0.480916666666667,"Githambara(T)",2015-05-14,2015-05-14,20,4,2015
2015-05-15,0.424395833333333,"Githambara(T)",2015-05-15,2015-05-15,20,5,2015
2015-05-16,0.425375,"Githambara(T)",2015-05-16,2015-05-16,20,6,2015
2015-05-17,0.416333333333333,"Githambara(T)",2015-05-17,2015-05-17,20,0,2015
2015-05-18,0.420020833333333,"Githambara(T)",2015-05-18,2015-05-18,21,1,2015
2015-05-19,0.42325,"Githambara(T)",2015-05-19,2015-05-19,21,2,2015
2015-05-20,0.422375,"Githambara(T)",2015-05-20,2015-05-20,21,3,2015
2015-05-21,0.427375,"Githambara(T)",2015-05-21,2015-05-21,21,4,2015
2015-05-22,0.432729166666667,"Githambara(T)",2015-05-22,2015-05-22,21,5,2015
2015-05-23,0.4320625,"Githambara(T)",2015-05-23,2015-05-23,21,6,2015
2015-05-24,0.4164375,"Githambara(T)",2015-05-24,2015-05-24,21,0,2015
2015-05-25,0.4141875,"Githambara(T)",2015-05-25,2015-05-25,22,1,2015
2015-05-26,0.4150625,"Githambara(T)",2015-05-26,2015-05-26,22,2,2015
2015-05-27,0.4121875,"Githambara(T)",2015-05-27,2015-05-27,22,3,2015
2015-05-28,0.407791666666667,"Githambara(T)",2015-05-28,2015-05-28,22,4,2015
2015-05-29,0.405145833333333,"Githambara(T)",2015-05-29,2015-05-29,22,5,2015
2015-05-30,0.43175,"Githambara(T)",2015-05-30,2015-05-30,22,6,2015
2015-05-31,0.475395833333333,"Githambara(T)",2015-05-31,2015-05-31,22,0,2015
2015-06-01,0.513083333333333,"Githambara(T)",2015-06-01,2015-06-01,23,1,2015
2015-06-02,0.49575,"Githambara(T)",2015-06-02,2015-06-02,23,2,2015
2015-06-03,0.463916666666667,"Githambara(T)",2015-06-03,2015-06-03,23,3,2015
2015-06-04,0.445395833333333,"Githambara(T)",2015-06-04,2015-06-04,23,4,2015
2015-06-05,0.456625,"Githambara(T)",2015-06-05,2015-06-05,23,5,2015
2015-06-06,0.482020833333333,"Githambara(T)",2015-06-06,2015-06-06,23,6,2015
2015-06-07,0.457208333333333,"Githambara(T)",2015-06-07,2015-06-07,23,0,2015
2015-06-08,0.4551875,"Githambara(T)",2015-06-08,2015-06-08,24,1,2015
2015-06-09,0.45875,"Githambara(T)",2015-06-09,2015-06-09,24,2,2015
2015-06-10,0.458104166666667,"Githambara(T)",2015-06-10,2015-06-10,24,3,2015
2015-06-11,0.458833333333333,"Githambara(T)",2015-06-11,2015-06-11,24,4,2015
2015-06-12,0.4609375,"Githambara(T)",2015-06-12,2015-06-12,24,5,2015
2015-06-13,0.4184375,"Githambara(T)",2015-06-13,2015-06-13,24,6,2015
2015-06-14,0.371291666666667,"Githambara(T)",2015-06-14,2015-06-14,24,0,2015
2015-06-15,0.3656875,"Githambara(T)",2015-06-15,2015-06-15,25,1,2015
2015-06-16,0.365083333333333,"Githambara(T)",2015-06-16,2015-06-16,25,2,2015
2015-06-17,0.358395833333333,"Githambara(T)",2015-06-17,2015-06-17,25,3,2015
2015-06-18,0.367541666666667,"Githambara(T)",2015-06-18,2015-06-18,25,4,2015
2015-06-19,0.3665625,"Githambara(T)",2015-06-19,2015-06-19,25,5,2015
2015-06-20,0.3669375,"Githambara(T)",2015-06-20,2015-06-20,25,6,2015
2015-06-21,0.367708333333333,"Githambara(T)",2015-06-21,2015-06-21,25,0,2015
2015-06-22,0.371291666666667,"Githambara(T)",2015-06-22,2015-06-22,26,1,2015
2015-06-23,0.367020833333333,"Githambara(T)",2015-06-23,2015-06-23,26,2,2015
2015-06-24,0.385104166666667,"Githambara(T)",2015-06-24,2015-06-24,26,3,2015
2015-06-25,0.3926875,"Githambara(T)",2015-06-25,2015-06-25,26,4,2015
2015-06-26,0.392625,"Githambara(T)",2015-06-26,2015-06-26,26,5,2015
2015-06-27,0.390395833333333,"Githambara(T)",2015-06-27,2015-06-27,26,6,2015
2015-06-28,0.39125,"Githambara(T)",2015-06-28,2015-06-28,26,0,2015
2015-06-29,0.3881875,"Githambara(T)",2015-06-29,2015-06-29,27,1,2015
2015-06-30,0.374416666666667,"Githambara(T)",2015-06-30,2015-06-30,27,2,2015
2015-07-01,0.369625,"Githambara(T)",2015-07-01,2015-07-01,27,3,2015
2015-07-02,0.367958333333333,"Githambara(T)",2015-07-02,2015-07-02,27,4,2015
2015-07-03,0.373854166666667,"Githambara(T)",2015-07-03,2015-07-03,27,5,2015
2015-07-04,0.377208333333333,"Githambara(T)",2015-07-04,2015-07-04,27,6,2015
2015-07-05,0.379375,"Githambara(T)",2015-07-05,2015-07-05,27,0,2015
2015-07-06,0.3869375,"Githambara(T)",2015-07-06,2015-07-06,28,1,2015
2015-07-07,0.384375,"Githambara(T)",2015-07-07,2015-07-07,28,2,2015
2015-07-08,0.370791666666667,"Githambara(T)",2015-07-08,2015-07-08,28,3,2015
2015-07-09,0.384020833333333,"Githambara(T)",2015-07-09,2015-07-09,28,4,2015
2015-07-10,0.387770833333333,"Githambara(T)",2015-07-10,2015-07-10,28,5,2015
2015-07-11,0.3825,"Githambara(T)",2015-07-11,2015-07-11,28,6,2015
2015-07-12,0.378416666666667,"Githambara(T)",2015-07-12,2015-07-12,28,0,2015
2015-07-13,0.3659375,"Githambara(T)",2015-07-13,2015-07-13,29,1,2015
2015-07-14,0.3841875,"Githambara(T)",2015-07-14,2015-07-14,29,2,2015
2015-07-15,0.391583333333333,"Githambara(T)",2015-07-15,2015-07-15,29,3,2015
2015-07-16,0.3735625,"Githambara(T)",2015-07-16,2015-07-16,29,4,2015
2015-07-17,0.368708333333333,"Githambara(T)",2015-07-17,2015-07-17,29,5,2015
2015-07-18,0.375104166666667,"Githambara(T)",2015-07-18,2015-07-18,29,6,2015
2015-07-19,0.395479166666667,"Githambara(T)",2015-07-19,2015-07-19,29,0,2015
2015-07-20,0.37975,"Githambara(T)",2015-07-20,2015-07-20,30,1,2015
2015-07-21,0.386458333333333,"Githambara(T)",2015-07-21,2015-07-21,30,2,2015
2015-07-22,0.391270833333333,"Githambara(T)",2015-07-22,2015-07-22,30,3,2015
2015-07-23,0.378041666666667,"Githambara(T)",2015-07-23,2015-07-23,30,4,2015
2015-07-24,0.379291666666667,"Githambara(T)",2015-07-24,2015-07-24,30,5,2015
2015-07-25,0.379458333333333,"Githambara(T)",2015-07-25,2015-07-25,30,6,2015
2015-07-26,0.370354166666667,"Githambara(T)",2015-07-26,2015-07-26,30,0,2015
2015-07-27,0.3620625,"Githambara(T)",2015-07-27,2015-07-27,31,1,2015
2015-07-28,0.377583333333333,"Githambara(T)",2015-07-28,2015-07-28,31,2,2015
2015-07-29,0.372541666666667,"Githambara(T)",2015-07-29,2015-07-29,31,3,2015
2015-07-30,0.377166666666667,"Githambara(T)",2015-07-30,2015-07-30,31,4,2015
2015-07-31,0.3514375,"Githambara(T)",2015-07-31,2015-07-31,31,5,2015
2015-08-01,0.353666666666667,"Githambara(T)",2015-08-01,2015-08-01,31,6,2015
2015-08-02,0.372041666666667,"Githambara(T)",2015-08-02,2015-08-02,31,0,2015
2015-08-03,0.377145833333333,"Githambara(T)",2015-08-03,2015-08-03,32,1,2015
2015-08-04,0.378416666666667,"Githambara(T)",2015-08-04,2015-08-04,32,2,2015
2015-08-05,0.367958333333333,"Githambara(T)",2015-08-05,2015-08-05,32,3,2015
2015-08-06,0.365270833333333,"Githambara(T)",2015-08-06,2015-08-06,32,4,2015
2015-08-07,0.373229166666667,"Githambara(T)",2015-08-07,2015-08-07,32,5,2015
2015-08-08,0.390270833333333,"Githambara(T)",2015-08-08,2015-08-08,32,6,2015
2015-08-09,0.389229166666667,"Githambara(T)",2015-08-09,2015-08-09,32,0,2015
2015-08-10,0.3686875,"Githambara(T)",2015-08-10,2015-08-10,33,1,2015
2015-08-11,0.384791666666667,"Githambara(T)",2015-08-11,2015-08-11,33,2,2015
2015-08-12,0.380083333333333,"Githambara(T)",2015-08-12,2015-08-12,33,3,2015
2015-08-13,0.363041666666667,"Githambara(T)",2015-08-13,2015-08-13,33,4,2015
2015-08-14,0.368104166666667,"Githambara(T)",2015-08-14,2015-08-14,33,5,2015
2015-08-15,0.370604166666667,"Githambara(T)",2015-08-15,2015-08-15,33,6,2015
2015-08-16,0.379354166666667,"Githambara(T)",2015-08-16,2015-08-16,33,0,2015
2015-08-17,0.36625,"Githambara(T)",2015-08-17,2015-08-17,34,1,2015
2015-08-18,0.3554375,"Githambara(T)",2015-08-18,2015-08-18,34,2,2015
2015-08-19,0.353,"Githambara(T)",2015-08-19,2015-08-19,34,3,2015
2015-08-20,0.3659375,"Githambara(T)",2015-08-20,2015-08-20,34,4,2015
2015-08-21,0.373895833333333,"Githambara(T)",2015-08-21,2015-08-21,34,5,2015
2015-08-22,0.36775,"Githambara(T)",2015-08-22,2015-08-22,34,6,2015
2015-08-23,0.377,"Githambara(T)",2015-08-23,2015-08-23,34,0,2015
2015-08-24,0.370583333333333,"Githambara(T)",2015-08-24,2015-08-24,35,1,2015
2015-08-25,0.377875,"Githambara(T)",2015-08-25,2015-08-25,35,2,2015
2015-08-26,0.378125,"Githambara(T)",2015-08-26,2015-08-26,35,3,2015
2015-08-27,0.366979166666667,"Githambara(T)",2015-08-27,2015-08-27,35,4,2015
2015-08-28,0.3626875,"Githambara(T)",2015-08-28,2015-08-28,35,5,2015
2015-08-29,0.379270833333333,"Githambara(T)",2015-08-29,2015-08-29,35,6,2015
2015-08-30,0.371395833333333,"Githambara(T)",2015-08-30,2015-08-30,35,0,2015
2015-08-31,0.387833333333333,"Githambara(T)",2015-08-31,2015-08-31,36,1,2015
2015-09-01,0.390375,"Githambara(T)",2015-09-01,2015-09-01,36,2,2015
2015-09-02,0.3940625,"Githambara(T)",2015-09-02,2015-09-02,36,3,2015
2015-09-03,0.382375,"Githambara(T)",2015-09-03,2015-09-03,36,4,2015
2015-09-04,0.394145833333333,"Githambara(T)",2015-09-04,2015-09-04,36,5,2015
2015-09-05,0.377791666666667,"Githambara(T)",2015-09-05,2015-09-05,36,6,2015
2015-09-06,0.359229166666667,"Githambara(T)",2015-09-06,2015-09-06,36,0,2015
2015-09-07,0.352104166666667,"Githambara(T)",2015-09-07,2015-09-07,37,1,2015
2015-09-08,0.34925,"Githambara(T)",2015-09-08,2015-09-08,37,2,2015
2015-09-09,0.347,"Githambara(T)",2015-09-09,2015-09-09,37,3,2015
2015-09-10,0.35325,"Githambara(T)",2015-09-10,2015-09-10,37,4,2015
2015-09-11,0.353083333333333,"Githambara(T)",2015-09-11,2015-09-11,37,5,2015
2015-09-12,0.365020833333333,"Githambara(T)",2015-09-12,2015-09-12,37,6,2015
2015-09-13,0.374854166666667,"Githambara(T)",2015-09-13,2015-09-13,37,0,2015
2015-09-14,0.379479166666667,"Githambara(T)",2015-09-14,2015-09-14,38,1,2015
2015-09-15,0.378520833333333,"Githambara(T)",2015-09-15,2015-09-15,38,2,2015
2015-09-16,0.359229166666667,"Githambara(T)",2015-09-16,2015-09-16,38,3,2015
2015-09-17,0.349895833333333,"Githambara(T)",2015-09-17,2015-09-17,38,4,2015
2015-09-18,0.355333333333333,"Githambara(T)",2015-09-18,2015-09-18,38,5,2015
2015-09-19,0.359520833333333,"Githambara(T)",2015-09-19,2015-09-19,38,6,2015
2015-09-20,0.367708333333333,"Githambara(T)",2015-09-20,2015-09-20,38,0,2015
2015-09-21,0.3605,"Githambara(T)",2015-09-21,2015-09-21,39,1,2015
2015-09-22,0.368583333333333,"Githambara(T)",2015-09-22,2015-09-22,39,2,2015
2015-09-23,0.376125,"Githambara(T)",2015-09-23,2015-09-23,39,3,2015
2015-09-24,0.352125,"Githambara(T)",2015-09-24,2015-09-24,39,4,2015
2015-09-25,0.329375,"Githambara(T)",2015-09-25,2015-09-25,39,5,2015
2015-09-26,0.319895833333333,"Githambara(T)",2015-09-26,2015-09-26,39,6,2015
2015-09-27,0.326458333333333,"Githambara(T)",2015-09-27,2015-09-27,39,0,2015
2015-09-28,0.326166666666667,"Githambara(T)",2015-09-28,2015-09-28,40,1,2015
2015-09-29,0.312458333333333,"Githambara(T)",2015-09-29,2015-09-29,40,2,2015
2015-09-30,0.310291666666667,"Githambara(T)",2015-09-30,2015-09-30,40,3,2015
2015-10-01,0.311770833333333,"Githambara(T)",2015-10-01,2015-10-01,40,4,2015
2015-10-02,0.324125,"Githambara(T)",2015-10-02,2015-10-02,40,5,2015
2015-10-03,0.353354166666667,"Githambara(T)",2015-10-03,2015-10-03,40,6,2015
2015-10-04,0.388833333333333,"Githambara(T)",2015-10-04,2015-10-04,40,0,2015
2015-10-05,0.3956875,"Githambara(T)",2015-10-05,2015-10-05,41,1,2015
2015-10-06,0.367,"Githambara(T)",2015-10-06,2015-10-06,41,2,2015
2015-10-07,0.3715625,"Githambara(T)",2015-10-07,2015-10-07,41,3,2015
2015-10-08,0.359,"Githambara(T)",2015-10-08,2015-10-08,41,4,2015
2015-10-09,0.3549375,"Githambara(T)",2015-10-09,2015-10-09,41,5,2015
2015-10-10,0.348520833333333,"Githambara(T)",2015-10-10,2015-10-10,41,6,2015
2015-10-11,0.359229166666667,"Githambara(T)",2015-10-11,2015-10-11,41,0,2015
2015-10-12,0.364541666666667,"Githambara(T)",2015-10-12,2015-10-12,42,1,2015
2015-10-13,0.379041666666667,"Githambara(T)",2015-10-13,2015-10-13,42,2,2015
2015-10-14,0.3590625,"Githambara(T)",2015-10-14,2015-10-14,42,3,2015
2015-10-15,0.348895833333333,"Githambara(T)",2015-10-15,2015-10-15,42,4,2015
2015-10-16,0.362604166666667,"Githambara(T)",2015-10-16,2015-10-16,42,5,2015
2015-10-17,0.38275,"Githambara(T)",2015-10-17,2015-10-17,42,6,2015
2015-10-18,0.3000625,"Githambara(T)",2015-10-18,2015-10-18,42,0,2015
2015-10-19,0.265875,"Githambara(T)",2015-10-19,2015-10-19,43,1,2015
2015-10-20,0.248375,"Githambara(T)",2015-10-20,2015-10-20,43,2,2015
2015-10-21,0.2346875,"Githambara(T)",2015-10-21,2015-10-21,43,3,2015
2015-10-22,0.237208333333333,"Githambara(T)",2015-10-22,2015-10-22,43,4,2015
2015-10-23,0.270979166666667,"Githambara(T)",2015-10-23,2015-10-23,43,5,2015
2015-10-24,0.289979166666667,"Githambara(T)",2015-10-24,2015-10-24,43,6,2015
2015-10-25,0.252666666666667,"Githambara(T)",2015-10-25,2015-10-25,43,0,2015
2015-10-26,0.246,"Githambara(T)",2015-10-26,2015-10-26,44,1,2015
2015-10-27,0.2380625,"Githambara(T)",2015-10-27,2015-10-27,44,2,2015
2015-10-28,0.254458333333333,"Githambara(T)",2015-10-28,2015-10-28,44,3,2015
2015-10-29,0.2705625,"Githambara(T)",2015-10-29,2015-10-29,44,4,2015
2015-10-30,0.2663125,"Githambara(T)",2015-10-30,2015-10-30,44,5,2015
2015-10-31,0.280395833333333,"Githambara(T)",2015-10-31,2015-10-31,44,6,2015
2015-11-01,0.266208333333333,"Githambara(T)",2015-11-01,2015-11-01,44,0,2015
2015-11-02,0.256166666666667,"Githambara(T)",2015-11-02,2015-11-02,45,1,2015
2015-11-03,0.260541666666667,"Githambara(T)",2015-11-03,2015-11-03,45,2,2015
2015-11-04,0.269375,"Githambara(T)",2015-11-04,2015-11-04,45,3,2015
2015-11-05,0.344583333333333,"Githambara(T)",2015-11-05,2015-11-05,45,4,2015
2015-11-06,0.299,"Githambara(T)",2015-11-06,2015-11-06,45,5,2015
2015-11-07,0.2755,"Githambara(T)",2015-11-07,2015-11-07,45,6,2015
2015-11-08,0.277104166666667,"Githambara(T)",2015-11-08,2015-11-08,45,0,2015
2015-11-09,0.312791666666667,"Githambara(T)",2015-11-09,2015-11-09,46,1,2015
2015-11-10,0.4254375,"Githambara(T)",2015-11-10,2015-11-10,46,2,2015
2015-11-11,0.487625,"Githambara(T)",2015-11-11,2015-11-11,46,3,2015
2015-11-12,0.3928125,"Githambara(T)",2015-11-12,2015-11-12,46,4,2015
2015-11-13,0.322083333333333,"Githambara(T)",2015-11-13,2015-11-13,46,5,2015
2015-11-14,0.390291666666667,"Githambara(T)",2015-11-14,2015-11-14,46,6,2015
2015-11-15,0.327291666666667,"Githambara(T)",2015-11-15,2015-11-15,46,0,2015
2015-11-16,0.350145833333333,"Githambara(T)",2015-11-16,2015-11-16,47,1,2015
2015-11-17,0.344958333333333,"Githambara(T)",2015-11-17,2015-11-17,47,2,2015
2015-11-18,0.335770833333333,"Githambara(T)",2015-11-18,2015-11-18,47,3,2015
2015-11-19,0.35575,"Githambara(T)",2015-11-19,2015-11-19,47,4,2015
2015-11-20,0.357395833333333,"Githambara(T)",2015-11-20,2015-11-20,47,5,2015
2015-11-21,0.350333333333333,"Githambara(T)",2015-11-21,2015-11-21,47,6,2015
2015-11-22,0.357270833333333,"Githambara(T)",2015-11-22,2015-11-22,47,0,2015
2015-11-23,0.353333333333333,"Githambara(T)",2015-11-23,2015-11-23,48,1,2015
2015-11-24,0.3245,"Githambara(T)",2015-11-24,2015-11-24,48,2,2015
2015-11-25,0.3241875,"Githambara(T)",2015-11-25,2015-11-25,48,3,2015
2015-11-26,0.342958333333333,"Githambara(T)",2015-11-26,2015-11-26,48,4,2015
2015-11-27,0.337770833333333,"Githambara(T)",2015-11-27,2015-11-27,48,5,2015
2015-11-28,0.345020833333333,"Githambara(T)",2015-11-28,2015-11-28,48,6,2015
2015-11-29,0.384604166666667,"Githambara(T)",2015-11-29,2015-11-29,48,0,2015
2015-11-30,0.525479166666667,"Githambara(T)",2015-11-30,2015-11-30,49,1,2015
2015-12-01,0.398229166666667,"Githambara(T)",2015-12-01,2015-12-01,49,2,2015
2015-12-02,0.402375,"Githambara(T)",2015-12-02,2015-12-02,49,3,2015
2015-12-03,0.404541666666667,"Githambara(T)",2015-12-03,2015-12-03,49,4,2015
2015-12-04,0.379541666666667,"Githambara(T)",2015-12-04,2015-12-04,49,5,2015
2015-12-05,0.353458333333333,"Githambara(T)",2015-12-05,2015-12-05,49,6,2015
2015-12-06,0.347395833333333,"Githambara(T)",2015-12-06,2015-12-06,49,0,2015
2015-12-07,0.345541666666667,"Githambara(T)",2015-12-07,2015-12-07,50,1,2015
2015-12-08,0.342979166666667,"Githambara(T)",2015-12-08,2015-12-08,50,2,2015
2015-12-09,0.342583333333333,"Githambara(T)",2015-12-09,2015-12-09,50,3,2015
2015-12-10,0.341583333333333,"Githambara(T)",2015-12-10,2015-12-10,50,4,2015
2015-12-11,0.337,"Githambara(T)",2015-12-11,2015-12-11,50,5,2015
2015-12-12,0.324916666666667,"Githambara(T)",2015-12-12,2015-12-12,50,6,2015
2015-12-13,0.3944375,"Githambara(T)",2015-12-13,2015-12-13,50,0,2015
2015-12-14,0.432333333333333,"Githambara(T)",2015-12-14,2015-12-14,51,1,2015
2015-12-15,0.455895833333333,"Githambara(T)",2015-12-15,2015-12-15,51,2,2015
2015-12-16,0.49275,"Githambara(T)",2015-12-16,2015-12-16,51,3,2015
2015-12-17,0.44275,"Githambara(T)",2015-12-17,2015-12-17,51,4,2015
2015-12-18,0.443916666666667,"Githambara(T)",2015-12-18,2015-12-18,51,5,2015
2015-12-19,0.4296875,"Githambara(T)",2015-12-19,2015-12-19,51,6,2015
2015-12-20,0.416,"Githambara(T)",2015-12-20,2015-12-20,51,0,2015
2015-12-21,0.411145833333333,"Githambara(T)",2015-12-21,2015-12-21,52,1,2015
2015-12-22,0.394958333333333,"Githambara(T)",2015-12-22,2015-12-22,52,2,2015
2015-12-23,0.3948125,"Githambara(T)",2015-12-23,2015-12-23,52,3,2015
2015-12-24,0.3901875,"Githambara(T)",2015-12-24,2015-12-24,52,4,2015
2015-12-25,0.403541666666667,"Githambara(T)",2015-12-25,2015-12-25,52,5,2015
2015-12-26,0.3843125,"Githambara(T)",2015-12-26,2015-12-26,52,6,2015
2015-12-27,0.458791666666667,"Githambara(T)",2015-12-27,2015-12-27,52,0,2015
2015-12-28,0.4131875,"Githambara(T)",2015-12-28,2015-12-28,53,1,2015
2015-12-29,0.408,"Githambara(T)",2015-12-29,2015-12-29,53,2,2015
2015-12-30,0.394395833333333,"Githambara(T)",2015-12-30,2015-12-30,53,3,2015
2015-12-31,0.388479166666667,"Githambara(T)",2015-12-31,2015-12-31,53,4,2015
2016-01-01,0.402166666666667,"Githambara(T)",2016-01-01,2016-01-01,53,5,2016
2016-01-02,0.4053125,"Githambara(T)",2016-01-02,2016-01-02,53,6,2016
2016-01-03,0.400291666666667,"Githambara(T)",2016-01-03,2016-01-03,53,0,2016
2016-01-04,0.466708333333333,"Githambara(T)",2016-01-04,2016-01-04,1,1,2016
2016-01-05,0.431291666666667,"Githambara(T)",2016-01-05,2016-01-05,1,2,2016
2016-01-06,0.406270833333333,"Githambara(T)",2016-01-06,2016-01-06,1,3,2016
2016-01-07,0.405729166666667,"Githambara(T)",2016-01-07,2016-01-07,1,4,2016
2016-01-08,0.406083333333333,"Githambara(T)",2016-01-08,2016-01-08,1,5,2016
2016-01-09,0.394395833333333,"Githambara(T)",2016-01-09,2016-01-09,1,6,2016
2016-01-10,0.396791666666667,"Githambara(T)",2016-01-10,2016-01-10,1,0,2016
2016-01-11,0.406145833333333,"Githambara(T)",2016-01-11,2016-01-11,2,1,2016
2016-01-12,0.402354166666667,"Githambara(T)",2016-01-12,2016-01-12,2,2,2016
2016-01-13,0.396041666666667,"Githambara(T)",2016-01-13,2016-01-13,2,3,2016
2016-01-14,0.395916666666667,"Githambara(T)",2016-01-14,2016-01-14,2,4,2016
2016-01-15,0.401166666666667,"Githambara(T)",2016-01-15,2016-01-15,2,5,2016
2016-01-16,0.410395833333333,"Githambara(T)",2016-01-16,2016-01-16,2,6,2016
2016-01-17,0.416104166666667,"Githambara(T)",2016-01-17,2016-01-17,2,0,2016
2016-01-18,0.553229166666667,"Githambara(T)",2016-01-18,2016-01-18,3,1,2016
2016-01-19,0.486020833333333,"Githambara(T)",2016-01-19,2016-01-19,3,2,2016
2016-01-20,0.478541666666667,"Githambara(T)",2016-01-20,2016-01-20,3,3,2016
2016-01-21,0.4605,"Githambara(T)",2016-01-21,2016-01-21,3,4,2016
2016-01-22,0.4440625,"Githambara(T)",2016-01-22,2016-01-22,3,5,2016
2016-01-23,0.440166666666667,"Githambara(T)",2016-01-23,2016-01-23,3,6,2016
2016-01-24,0.450708333333333,"Githambara(T)",2016-01-24,2016-01-24,3,0,2016
2016-01-25,0.440083333333333,"Githambara(T)",2016-01-25,2016-01-25,4,1,2016
2016-01-26,0.43125,"Githambara(T)",2016-01-26,2016-01-26,4,2,2016
2016-01-27,0.423729166666667,"Githambara(T)",2016-01-27,2016-01-27,4,3,2016
2016-01-28,0.418645833333333,"Githambara(T)",2016-01-28,2016-01-28,4,4,2016
2016-01-29,0.422416666666667,"Githambara(T)",2016-01-29,2016-01-29,4,5,2016
2016-01-30,0.4234375,"Githambara(T)",2016-01-30,2016-01-30,4,6,2016
2016-01-31,0.422125,"Githambara(T)",2016-01-31,2016-01-31,4,0,2016
2016-02-01,0.4163125,"Githambara(T)",2016-02-01,2016-02-01,5,1,2016
2016-02-02,0.424395833333333,"Githambara(T)",2016-02-02,2016-02-02,5,2,2016
2016-02-03,0.353520833333333,"Githambara(T)",2016-02-03,2016-02-03,5,3,2016
2016-02-04,0.269041666666667,"Githambara(T)",2016-02-04,2016-02-04,5,4,2016
